UNIT_ID,FIRE_NAME,CAUSE,ALARM_DATE_Con
Tuolumne - Calaveras CDF,CRABTREE,14 - Unknown / Unidentified,6/9/1972
Fresno-Kings CDF,BELTRAN,14 - Unknown / Unidentified,8/4/1972
Shasta - Trinity CDF,COYOTE,14 - Unknown / Unidentified,8/25/1972
Los Angeles County,WINNETT FIRE,14 - Unknown / Unidentified,7/29/1972
Los Angeles County,GOLDEN SPRINGS FIRE,14 - Unknown / Unidentified,7/29/1972
Inyo National Forest, ,1 - Lightning,7/16/1972
Inyo National Forest, ,4 - Campfire,7/23/1972
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Amador - El Dorado CDF,SLUG GULCH,14 - Unknown / Unidentified,8/6/1972
Cleveland National Forest,CUYAPAIPE,9 - Miscellaneous,5/3/1972
Los Angeles County,AKENS FIRE,14 - Unknown / Unidentified,7/7/1972
Tehama - Glenn CDF,DEADMAN GULCH,14 - Unknown / Unidentified,7/7/1972
Sonoma - Lake - Napa CDF,NISSEN,14 - Unknown / Unidentified,6/12/1972
Mendocino CDF,COVELO ROAD,14 - Unknown / Unidentified,8/6/1972
Stanislaus National Forest,TRUMBULL,9 - Miscellaneous,9/23/1972
Humboldt - Del Norte CDF,CONKLIN,14 - Unknown / Unidentified,9/10/1972
Mendocino CDF,SIZEMORE,14 - Unknown / Unidentified,8/6/1972
Sonoma CDF (old),ARROWHEAD,14 - Unknown / Unidentified,7/14/1972
San Diego CDF,SUNRISE,9 - Miscellaneous,5/13/1972
Stanislaus National Forest,PROVO,3 - Smoking,7/14/1972
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Tuolumne - Calaveras CDF,MOCCASIN,14 - Unknown / Unidentified,7/6/1972
Sonoma - Lake - Napa CDF,SPRING VALLEY,14 - Unknown / Unidentified,8/6/1972
Butte CDF,PULGA,14 - Unknown / Unidentified,8/23/1972
Plumas National Forest, ,9 - Miscellaneous,10/24/1972
Klamath National Forest,BLUFF,1 - Lightning,9/2/1972
Butte CDF,WEBB/COLE,14 - Unknown / Unidentified,6/7/1972
San Bernardino CDF,WARM SPRINGS #3,14 - Unknown / Unidentified,3/18/1972
San Diego CDF,BARRETT,14 - Unknown / Unidentified,8/28/1972
Sequoia National Forest, ,4 - Campfire,6/11/1972
Lassen National Forest, ,1 - Lightning,8/8/1972
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Eldorado National Forest, ,5 - Debris,9/25/1972
Sequoia National Forest, ,7 - Arson,8/24/1972
San Bernardino National Forest, ,7 - Arson,7/24/1972
San Diego CDF,CUYAPAIPE,14 - Unknown / Unidentified,5/3/1972
Six Rivers National Forest,PANTHER,9 - Miscellaneous,7/1/1972
Eldorado National Forest, ,7 - Arson,8/7/1972
Los Angeles County,CRESCENT FIRE,14 - Unknown / Unidentified,7/3/1972
Tahoe National Forest,LILY,3 - Smoking,9/24/1972
Nevada - Yuba - Placer CDF,SIERRA COLLEGE,14 - Unknown / Unidentified,6/22/1972
Los Angeles County,BUZZARD PEAK FIRE,14 - Unknown / Unidentified,8/31/1972
Tuolumne - Calaveras CDF,BLUE JAY,14 - Unknown / Unidentified,9/23/1972
Tahoe National Forest,CARMAN #1,1 - Lightning,8/8/1972
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Toiyab National Forest, ,9 - Miscellaneous,8/14/1972
Inyo National Forest, ,2 - Equipment Use,7/23/1972
Inyo National Forest, ,1 - Lightning,8/10/1972
Klamath National Forest,DADS POCKET,1 - Lightning,9/1/1972
Northern CA District - BLM, ,14 - Unknown / Unidentified,9/13/1972
San Bernardino National Forest, ,7 - Arson,8/22/1972
Sierra National Forest,LOOKOUT POINT,9 - Miscellaneous,4/26/1972
Klamath National Forest,BIG MEADOWS,1 - Lightning,9/1/1972
Santa Barbara County,UNION OIL CO. #8,14 - Unknown / Unidentified,5/20/1972
Inyo National Forest, ,9 - Miscellaneous,<Null>
Sequoia - Kings Canyon NP,TEHIPITE,4 - Campfire,6/20/1972
Cleveland National Forest,SILL,4 - Campfire,5/2/1972
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Modoc National Forest,WEST LAKE,1 - Lightning,8/8/1972
Modoc National Forest,TURNER,1 - Lightning,8/8/1972
San Bernardino National Forest, ,7 - Arson,1/15/1972
Sequoia National Forest, ,3 - Smoking,7/4/1972
Plumas National Forest, ,9 - Miscellaneous,8/11/1972
Yosemite National Park,EL PORTAL,9 - Miscellaneous,<Null>
Los Padres National Forest,ROMERO,7 - Arson,10/6/1971
Modoc National Forest,TWIN,6 - Railroad,8/20/1971
Ventura County,SENCE RANCH BRUSH #2,14 - Unknown / Unidentified,12/16/1971
Los Padres National Forest,BLUE,9 - Miscellaneous,8/30/1971
Los Padres National Forest,CIELLO,7 - Arson,8/27/1971
Monterey - San Benito CDF,P.G.&E. #10,14 - Unknown / Unidentified,7/16/1971
Ventura County,GOODENOUGH,14 - Unknown / Unidentified,10/5/1971
Mendocino National Forest,TOP,3 - Smoking,9/13/1971
Sequoia National Forest,BLOOMFIELD,3 - Smoking,10/12/1971
Monterey - San Benito CDF,SWEETWATER,14 - Unknown / Unidentified,6/17/1971
Modoc National Forest,CASUSE,6 - Railroad,8/19/1971
San Diego CDF,RABBIT,14 - Unknown / Unidentified,10/5/1971
Mendocino CDF,HEALEY R. I. ESCAPE,14 - Unknown / Unidentified,8/14/1971
Tehama - Glenn CDF,SCHEELINE,14 - Unknown / Unidentified,7/23/1971
Mendocino CDF,TOMKI ROAD,14 - Unknown / Unidentified,8/9/1971
Monterey - San Benito CDF,SLACK CANYON,14 - Unknown / Unidentified,6/17/1971
Monterey - San Benito CDF,ASHE,14 - Unknown / Unidentified,8/10/1971
Santa Clara CDF,N3 CATTLE CO. #2,14 - Unknown / Unidentified,8/15/1971
Mendocino National Forest,PITNEY,7 - Arson,9/15/1971
Madera - Mariposa CDF,MARQUERITE,14 - Unknown / Unidentified,10/21/1971
San Bernardino National Forest, ,7 - Arson,9/19/1971
Vandenberg Air Force Base, ,14 - Unknown / Unidentified,<Null>
Tuolumne - Calaveras CDF,NEW HOGAN,14 - Unknown / Unidentified,9/3/1971
San Bernardino National Forest, ,4 - Campfire,7/5/1971
Tuolumne - Calaveras CDF,P.G.&E. #9,14 - Unknown / Unidentified,10/28/1971
Modoc National Forest,TIONESTA,2 - Equipment Use,8/12/1971
Los Angeles County,SEQUOIA FIRE/USFS,14 - Unknown / Unidentified,9/3/1971
Lassen - Modoc CDF,CHICKA BALLY MTN.,14 - Unknown / Unidentified,7/19/1971
Los Angeles County,MENDENHALL FIRE/USFS,14 - Unknown / Unidentified,9/19/1971
Siskiyou CDF,CASTERLINE,14 - Unknown / Unidentified,9/24/1971
Sequoia National Forest,UNKNOWN,14 - Unknown / Unidentified,9/16/1971
Cleveland National Forest,WHITE SPRINGS,2 - Equipment Use,6/29/1971
Mendocino National Forest,BENMORE,4 - Campfire,9/5/1971
Tuolumne - Calaveras CDF,GOODWIN DAM,14 - Unknown / Unidentified,7/3/1971
Madera - Mariposa CDF,MARIANI,14 - Unknown / Unidentified,6/26/1971
Sequoia National Forest,ROCKY,9 - Miscellaneous,7/10/1971
Los Angeles County,LODI FIRE,14 - Unknown / Unidentified,9/8/1971
Los Angeles County,TEXAS FIRE/USFS,14 - Unknown / Unidentified,11/7/1971
Klamath National Forest,RED FIR,5 - Debris,9/18/1971
Los Angeles County,MONTEZUMA FIRE,14 - Unknown / Unidentified,8/10/1971
Monterey - San Benito CDF,BARBREE #2,14 - Unknown / Unidentified,7/16/1971
Klamath National Forest,GLACIER VIEW,5 - Debris,6/22/1971
Sequoia - Kings Canyon NP,BALL DOME,1 - Lightning,8/13/1971
Ventura County,CAMARILLO GROVE FIRE,14 - Unknown / Unidentified,9/18/1971
Six Rivers National Forest, ,3 - Smoking,9/18/1971
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Los Angeles County,PUENTE FIRE,14 - Unknown / Unidentified,8/21/1971
Pinnacles National Park, ,14 - Unknown / Unidentified,8/7/1971
Los Angeles County,MUREAU FIRE,14 - Unknown / Unidentified,8/30/1971
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Plumas National Forest, ,5 - Debris,11/6/1971
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Los Angeles County,GARTEL FIRE,14 - Unknown / Unidentified,7/7/1971
Stanislaus National Forest,SILVER MTN.,7 - Arson,4/2/1971
Cleveland National Forest,ANAHUAC,9 - Miscellaneous,8/26/1971
Santa Clara CDF,N3 CATTLE CO. #3,14 - Unknown / Unidentified,8/17/1971
Los Angeles County, ,14 - Unknown / Unidentified,7/28/1971
Cleveland National Forest,LAGUNA,4 - Campfire,9/26/1970
Los Angeles County,CLAMPITT FIRE,14 - Unknown / Unidentified,9/25/1970
San Bernardino National Forest,BEAR,4 - Campfire,11/11/1970
Monterey - San Benito CDF,BUCKEYE,9 - Miscellaneous,9/27/1970
San Bernardino National Forest, ,9 - Miscellaneous,9/28/1970
Kern County,RANKIN RANCH,9 - Miscellaneous,9/25/1970
Los Angeles County,WRIGHT FIRE,14 - Unknown / Unidentified,9/25/1970
Sequoia National Forest,RED MOUNTAIN,3 - Smoking,9/26/1970
Los Angeles County,AGUA DULCE FIRE,14 - Unknown / Unidentified,9/25/1970
San Diego CDF,BOULDER,9 - Miscellaneous,9/28/1970
Los Angeles County,MAYO FIRE,14 - Unknown / Unidentified,9/26/1970
Riverside CDF,CASCO #2,14 - Unknown / Unidentified,9/25/1970
Ventura County,FOOTHILL,14 - Unknown / Unidentified,9/25/1970
Los Angeles County,SAN FRANCISQUITO FIRE,14 - Unknown / Unidentified,6/29/1970
Santa Clara CDF,CARNEGIE #3,14 - Unknown / Unidentified,7/5/1970
San Luis Obispo CDF,PARKHILL,14 - Unknown / Unidentified,7/5/1970
Los Angeles County,FORK FIRE/USFS,14 - Unknown / Unidentified,9/26/1970
Riverside CDF,RECHE,14 - Unknown / Unidentified,11/12/1970
Orange County,NELSON,9 - Miscellaneous,5/15/1970
Los Angeles County,FULLERTON FIRE,14 - Unknown / Unidentified,9/27/1970
Humboldt - Del Norte CDF,CAMP GRANT,14 - Unknown / Unidentified,10/1/1970
San Bernardino National Forest, ,4 - Campfire,11/12/1970
Humboldt - Del Norte CDF,CLARKS BUTTE,14 - Unknown / Unidentified,9/22/1970
Los Angeles County,SHANNON FIRE,14 - Unknown / Unidentified,6/29/1970
Santa Clara CDF,COPPER MTN.,14 - Unknown / Unidentified,7/25/1970
San Diego CDF,LILAC,9 - Miscellaneous,9/27/1970
San Diego CDF, ,14 - Unknown / Unidentified,<Null>
Monterey - San Benito CDF,BUCKEYE,14 - Unknown / Unidentified,9/27/1970
Riverside CDF,TERRACE HILL,14 - Unknown / Unidentified,5/2/1970
San Diego CDF,TECTATE,14 - Unknown / Unidentified,9/25/1970
Riverside CDF,HOWELL,14 - Unknown / Unidentified,8/2/1970
Riverside CDF,VIRGINIA,14 - Unknown / Unidentified,5/31/1970
Tuolumne - Calaveras CDF,WILLIAMS,14 - Unknown / Unidentified,9/27/1970
Kern County,BEAR MOUNTAIN #1,14 - Unknown / Unidentified,7/28/1970
Santa Clara CDF,WPRR #9,14 - Unknown / Unidentified,7/5/1970
Riverside CDF,BOX #11,14 - Unknown / Unidentified,11/12/1970
Sequoia National Forest,JAMES,2 - Equipment Use,7/22/1970
San Bernardino National Forest, ,4 - Campfire,9/6/1970
Eldorado National Forest, ,9 - Miscellaneous,<Null>
Ventura County,POPLAR,9 - Miscellaneous,8/2/1970
Riverside CDF,BOUNDARY,9 - Miscellaneous,9/6/1970
Kern County,RIPLEY LEASE,14 - Unknown / Unidentified,6/1/1970
San Diego CDF,THEATER,14 - Unknown / Unidentified,9/27/1970
Riverside CDF,JURUPA (RAILROAD #16),14 - Unknown / Unidentified,5/14/1970
San Bernardino CDF,VERDIMONT,14 - Unknown / Unidentified,9/26/1970
Plumas National Forest,BELL,9 - Miscellaneous,8/25/1970
Los Angeles County,MEETING FIRE,14 - Unknown / Unidentified,8/19/1970
Kern County,POWER HOUSE,14 - Unknown / Unidentified,5/31/1970
Shasta-Trinity National Forest,BOLAM,6 - Railroad,8/30/1970
Fresno-Kings CDF,FRESNO RIFLE #2,14 - Unknown / Unidentified,6/16/1970
Sonoma CDF (old),SCHOOL HOUSE CREEK,14 - Unknown / Unidentified,9/17/1970
Humboldt - Del Norte CDF,MINER,14 - Unknown / Unidentified,9/11/1970
Kern County,OLD TEJON RANCH,14 - Unknown / Unidentified,6/26/1970
Channel Islands - NPS,GRASS,14 - Unknown / Unidentified,5/15/1970
Santa Barbara County,GULF OIL CORPORATION,14 - Unknown / Unidentified,5/15/1970
Sequoia National Forest,POWERHOUSE,3 - Smoking,5/31/1970
Madera - Mariposa CDF,MARTIN,14 - Unknown / Unidentified,7/5/1970
San Diego CDF,BOULDER #2,14 - Unknown / Unidentified,10/27/1970
Monterey - San Benito CDF,CARTER,14 - Unknown / Unidentified,7/9/1970
Monterey - San Benito CDF,LOS LAURELES,14 - Unknown / Unidentified,9/26/1970
Madera - Mariposa CDF,ORTIGALITA RIDGE,14 - Unknown / Unidentified,8/12/1970
Madera - Mariposa CDF,LONG RIDGE,9 - Miscellaneous,5/18/1970
Nevada - Yuba - Placer CDF,CAMP FAR WEST,14 - Unknown / Unidentified,6/27/1970
Humboldt - Del Norte CDF,G.P. #6,14 - Unknown / Unidentified,10/30/1970
Riverside CDF,CASCO RAILROAD #26,14 - Unknown / Unidentified,8/6/1970
Santa Clara CDF,VAQUERO,14 - Unknown / Unidentified,6/26/1970
Riverside CDF,JORDAN (ROADSIDE #70),14 - Unknown / Unidentified,11/13/1970
Los Angeles County,GULCH FIRE,14 - Unknown / Unidentified,9/26/1970
Angeles National Forest, ,14 - Unknown / Unidentified,9/26/1970
San Bernardino CDF,FPD #92 (AL),14 - Unknown / Unidentified,10/27/1970
Sonoma - Lake - Napa CDF,SILVEY #2,14 - Unknown / Unidentified,7/4/1970
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Tulare County,GIBBON,14 - Unknown / Unidentified,6/2/1970
Sonoma - Lake - Napa CDF,INDIAN CREEK,14 - Unknown / Unidentified,9/12/1970
Kern County,BLACKWELL LAND CO.,14 - Unknown / Unidentified,6/2/1970
Santa Clara CDF,BANNISTER,14 - Unknown / Unidentified,7/4/1970
Ventura County,WILEY,14 - Unknown / Unidentified,11/13/1970
Santa Clara CDF,TASSAJARA,14 - Unknown / Unidentified,7/2/1970
Tuolumne - Calaveras CDF,U3-RANCH,14 - Unknown / Unidentified,9/22/1970
Riverside CDF,SPRINGS,14 - Unknown / Unidentified,6/30/1970
Fresno-Kings CDF,WOLF,14 - Unknown / Unidentified,7/31/1970
Sequoia - Kings Canyon NP,BUBBS CRE,1 - Lightning,8/29/1970
Los Angeles County,BAILEY FIRE,14 - Unknown / Unidentified,9/25/1970
Orange County,EL TORO,14 - Unknown / Unidentified,9/25/1970
Santa Clara CDF,STWARTVILLE,14 - Unknown / Unidentified,9/13/1970
Riverside CDF,CORONA,14 - Unknown / Unidentified,9/22/1970
San Luis Obispo CDF,WILLOW ROAD,14 - Unknown / Unidentified,5/15/1970
Sonoma - Lake - Napa CDF,GLASCOCK MTN.,14 - Unknown / Unidentified,9/22/1970
Nevada - Yuba - Placer CDF,JACINTO,14 - Unknown / Unidentified,6/5/1970
Fresno-Kings CDF,YPARRAGUIRRE,14 - Unknown / Unidentified,5/14/1970
Stanislaus National Forest,PINE LOG,4 - Campfire,10/17/1970
Monterey - San Benito CDF,SONNE,14 - Unknown / Unidentified,8/8/1970
Los Angeles County,HONBY FIRE,14 - Unknown / Unidentified,10/28/1970
Madera - Mariposa CDF,WYLIE,9 - Miscellaneous,8/17/1970
Santa Clara CDF,STWEWARTVILLE #2,14 - Unknown / Unidentified,9/21/1970
Sequoia National Forest,PROJECT,2 - Equipment Use,5/14/1970
Mendocino CDF,JOHNSON SERIES,14 - Unknown / Unidentified,7/19/1970
Los Angeles County,COLIMA FIRE,14 - Unknown / Unidentified,9/28/1970
Riverside CDF,BOX,14 - Unknown / Unidentified,6/6/1970
Los Angeles County,WINNET FIRE,14 - Unknown / Unidentified,7/10/1970
Madera - Mariposa CDF,MOTHER'S DAY,14 - Unknown / Unidentified,5/10/1970
Amador - El Dorado CDF,POLLOCK PINES,14 - Unknown / Unidentified,9/12/1970
Nevada - Yuba - Placer CDF,PONDEROSA,14 - Unknown / Unidentified,7/19/1970
Sonoma - Lake - Napa CDF,RUMSEY SERIES,14 - Unknown / Unidentified,7/5/1970
Monterey - San Benito CDF,MELENDY,14 - Unknown / Unidentified,8/1/1970
Monterey - San Benito CDF,GRIGORY,14 - Unknown / Unidentified,5/28/1970
Nevada - Yuba - Placer CDF,SHOCKLEY,14 - Unknown / Unidentified,7/27/1970
Santa Clara CDF,JACKSON,14 - Unknown / Unidentified,8/13/1970
Modoc National Forest,HILTON,2 - Equipment Use,8/13/1970
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,3 - Smoking,6/29/1970
Los Angeles County,GOLF COURSE FIRE,14 - Unknown / Unidentified,9/27/1970
Cleveland National Forest,EL MONTE,8 - Playing with fire,7/13/1970
Kern County,SHELL OIL CO.,14 - Unknown / Unidentified,4/22/1970
Sequoia National Forest,HUME,7 - Arson,6/24/1970
Los Angeles County,HACIENDA FIRE,14 - Unknown / Unidentified,9/27/1970
Los Angeles County,SAN DIMAS FIRE,14 - Unknown / Unidentified,9/5/1970
Sequoia - Kings Canyon NP,LOOKOUT P,3 - Smoking,10/30/1970
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Klamath National Forest,ERICKSON,3 - Smoking,5/17/1970
Los Padres National Forest, ,5 - Debris,5/12/1970
Los Angeles County,WHITE HORSE FIRE,14 - Unknown / Unidentified,9/14/1970
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Tulare County,OAT CANYON,14 - Unknown / Unidentified,6/17/1970
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Pinnacles National Park, ,14 - Unknown / Unidentified,5/17/1970
San Bernardino National Forest, ,7 - Arson,6/26/1970
Marin County,ALPINE DAM,14 - Unknown / Unidentified,7/18/1970
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County, ,14 - Unknown / Unidentified,5/14/1970
Los Padres National Forest, ,9 - Miscellaneous,7/5/1970
Stanislaus National Forest,RIM,5 - Debris,3/26/1970
Cleveland National Forest,BARRETT,4 - Campfire,7/31/1970
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Los Angeles County,RYE FIRE,14 - Unknown / Unidentified,8/9/1970
Los Angeles County, ,14 - Unknown / Unidentified,7/31/1970
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Cleveland National Forest, ,9 - Miscellaneous,<Null>
San Diego CDF,MOOSA,9 - Miscellaneous,8/22/1969
Madera - Mariposa CDF,LIGHTNING #36,14 - Unknown / Unidentified,9/7/1969
Los Angeles County,WELDON FIRE,14 - Unknown / Unidentified,10/29/1969
Northern CA District - BLM,PUTR PLANTING,14 - Unknown / Unidentified,1/1/1969
Fresno-Kings CDF,BIG CREEK,9 - Miscellaneous,8/15/1969
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Fresno-Kings CDF,BURROUGH (VALLEY),14 - Unknown / Unidentified,9/3/1969
Fresno-Kings CDF,CAPITAL CANYON,14 - Unknown / Unidentified,6/5/1969
Monterey - San Benito CDF,WILKINSON,14 - Unknown / Unidentified,9/1/1969
San Bernardino CDF,PILOT,14 - Unknown / Unidentified,8/20/1969
Ventura County,TORREY CANYON,14 - Unknown / Unidentified,11/20/1969
Tehama - Glenn CDF,LIGHTNING #6/BRUSHY,1 - Lightning,7/23/1969
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Monterey - San Benito CDF,BRYAN,14 - Unknown / Unidentified,8/25/1969
Fresno-Kings CDF,AVENAL CANYON,2 - Equipment Use,7/30/1969
San Luis Obispo CDF,RUDNICK #3,14 - Unknown / Unidentified,7/2/1969
Los Angeles County,SAN FRAN FIRE,14 - Unknown / Unidentified,8/17/1969
Los Angeles County,BITTER FIRE,14 - Unknown / Unidentified,9/2/1969
Lassen National Forest, ,14 - Unknown / Unidentified,<Null>
Los Angeles County,BOLE FIRE,14 - Unknown / Unidentified,9/10/1969
Cleveland National Forest, ,14 - Unknown / Unidentified,<Null>
Tuolumne - Calaveras CDF,KISTLER,14 - Unknown / Unidentified,10/3/1969
Butte CDF,RENO,14 - Unknown / Unidentified,9/1/1969
Los Angeles County, ,14 - Unknown / Unidentified,10/12/1969
Lassen National Forest,MANZANITA,9 - Miscellaneous,<Null>
Santa Barbara County,PAYNE,14 - Unknown / Unidentified,5/29/1969
Tehama - Glenn CDF,OTT,14 - Unknown / Unidentified,6/15/1969
Sequoia National Forest, ,1 - Lightning,<Null>
Santa Barbara County,BUELL,14 - Unknown / Unidentified,10/7/1969
Los Angeles County,VALENCIA FIRE,14 - Unknown / Unidentified,10/11/1969
Shasta - Trinity CDF,MANZANITA,14 - Unknown / Unidentified,5/25/1969
San Luis Obispo CDF,BIDART,14 - Unknown / Unidentified,8/4/1969
Kern County,SULLIVAN RANCH,14 - Unknown / Unidentified,7/4/1969
Santa Clara CDF,PINTO CANYON,14 - Unknown / Unidentified,9/3/1969
Nevada - Yuba - Placer CDF,IOWA HILL,14 - Unknown / Unidentified,8/9/1969
Riverside CDF,BLUE MOUNTAIN,14 - Unknown / Unidentified,8/22/1969
Sequoia National Forest, ,9 - Miscellaneous,<Null>
San Luis Obispo CDF,PAINTED ROCK,14 - Unknown / Unidentified,7/12/1969
Tuolumne - Calaveras CDF,HIGHWAY 4,14 - Unknown / Unidentified,6/29/1969
San Luis Obispo CDF,RUDNICK #1,14 - Unknown / Unidentified,7/2/1969
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
San Diego CDF,TELEGRAPH,14 - Unknown / Unidentified,8/22/1969
Amador - El Dorado CDF,BASS LAKE ROAD,14 - Unknown / Unidentified,8/15/1969
Kern County,SHELL OIL CO.,14 - Unknown / Unidentified,7/22/1969
Klamath National Forest, ,14 - Unknown / Unidentified,<Null>
San Diego CDF,MOTHER MIGUEL,14 - Unknown / Unidentified,11/28/1969
Six Rivers National Forest,GO,2 - Equipment Use,8/13/1969
Six Rivers National Forest,GROUSE,1 - Lightning,7/23/1969
Tulare County,TEAPOT DOME HILL,14 - Unknown / Unidentified,6/27/1969
Kern County,WILLIAMS RANCH,14 - Unknown / Unidentified,7/16/1969
Riverside CDF,OGDEN,14 - Unknown / Unidentified,10/6/1969
Sonoma - Lake - Napa CDF,CEDAR RIDGE,14 - Unknown / Unidentified,8/9/1969
Eldorado National Forest,PEBBLE CANYON,9 - Miscellaneous,8/16/1969
Tulare County,BALD MOUNTAIN,14 - Unknown / Unidentified,10/3/1969
Kern County,D. ALBITRE,14 - Unknown / Unidentified,10/4/1969
Tuolumne - Calaveras CDF,RED HILLS,14 - Unknown / Unidentified,10/5/1969
Fresno-Kings CDF,FORBES,14 - Unknown / Unidentified,5/25/1969
San Diego CDF,HONEY #12,14 - Unknown / Unidentified,9/5/1969
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Sequoia National Forest, ,9 - Miscellaneous,<Null>
Marin County,S AND T RANCH,14 - Unknown / Unidentified,9/30/1969
Pinnacles National Park, ,14 - Unknown / Unidentified,6/15/1969
Klamath National Forest,LITTLE NORTH FORK,2 - Equipment Use,8/29/1969
San Mateo - Santa Cruz CDF,CROCKER #60,14 - Unknown / Unidentified,8/19/1969
Monterey - San Benito CDF,FABREY,14 - Unknown / Unidentified,6/15/1969
Los Angeles County,OASIS FIRE,14 - Unknown / Unidentified,9/8/1969
Los Angeles County, ,14 - Unknown / Unidentified,9/5/1969
Los Padres National Forest, ,14 - Unknown / Unidentified,<Null>
Kern County,FRANK NORIEGA,14 - Unknown / Unidentified,7/5/1969
Kern County,HOG CAMP,14 - Unknown / Unidentified,9/6/1969
Los Angeles County,VALLEY VIEW FIRE,14 - Unknown / Unidentified,11/1/1969
Los Angeles County,SUGAR LOAF FIRE,14 - Unknown / Unidentified,11/28/1969
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Tuolumne - Calaveras CDF,HATLER,14 - Unknown / Unidentified,7/18/1969
Cleveland National Forest, ,9 - Miscellaneous,<Null>
Los Angeles County,LIEBRE FIRE,14 - Unknown / Unidentified,6/21/1968
Los Angeles County,CANYON INN FIRE,14 - Unknown / Unidentified,8/23/1968
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
San Diego CDF,DONOVAN,14 - Unknown / Unidentified,9/28/1968
Madera - Mariposa CDF,ENGINEERS ROAD,14 - Unknown / Unidentified,7/12/1968
San Bernardino National Forest,MIDDLE FORK,14 - Unknown / Unidentified,9/7/1968
San Bernardino National Forest,POPPET,14 - Unknown / Unidentified,9/10/1968
Sonoma CDF (old), ,14 - Unknown / Unidentified,<Null>
Los Padres National Forest, ,9 - Miscellaneous,<Null>
Madera - Mariposa CDF,THORNBERRY #2,14 - Unknown / Unidentified,7/20/1968
Los Angeles County,LIMEROCK FIRE,14 - Unknown / Unidentified,9/9/1968
Sonoma - Lake - Napa CDF,BUCKEYE CREEK,14 - Unknown / Unidentified,5/28/1968
San Luis Obispo CDF,UPTON CANYON,14 - Unknown / Unidentified,7/19/1968
Amador - El Dorado CDF,VAN VLECK,14 - Unknown / Unidentified,6/22/1968
Sierra National Forest, ,9 - Miscellaneous,<Null>
Los Angeles County,RESERVOIR FIRE,14 - Unknown / Unidentified,6/21/1968
San Diego CDF,PROCTOR,14 - Unknown / Unidentified,8/25/1968
San Diego CDF,MAGEE,9 - Miscellaneous,8/8/1968
Tulare County,LEWIS CREEK,14 - Unknown / Unidentified,9/22/1968
Sonoma - Lake - Napa CDF,GRANT,14 - Unknown / Unidentified,9/16/1968
Los Angeles County,BROWN FIRE,14 - Unknown / Unidentified,9/6/1968
Yosemite National Park,CANYON,9 - Miscellaneous,9/23/1968
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Riverside CDF,OGDEN (ROADSIDE #17),14 - Unknown / Unidentified,6/16/1968
Riverside CDF, ,14 - Unknown / Unidentified,<Null>
Monterey - San Benito CDF,VON DOLLEN,14 - Unknown / Unidentified,7/29/1968
Tuolumne - Calaveras CDF,BURNS,14 - Unknown / Unidentified,6/22/1968
Toiyab National Forest, ,9 - Miscellaneous,7/28/1968
Klamath National Forest,LOUIE,5 - Debris,10/28/1968
San Bernardino National Forest, ,14 - Unknown / Unidentified,<Null>
Siskiyou CDF,BELCHER,14 - Unknown / Unidentified,7/17/1968
Siskiyou CDF,LOUIE,14 - Unknown / Unidentified,10/28/1968
Sonoma - Lake - Napa CDF,PORTUGUESE CANYON,14 - Unknown / Unidentified,8/29/1968
Shasta - Trinity CDF,V. MORELLI,14 - Unknown / Unidentified,8/10/1968
San Diego CDF,HARRIS SPUR,9 - Miscellaneous,9/25/1968
Madera - Mariposa CDF,SWEENY HILL,14 - Unknown / Unidentified,8/31/1968
Yosemite National Park,POOPENAUT,9 - Miscellaneous,<Null>
San Luis Obispo CDF,SLAYTON,14 - Unknown / Unidentified,6/15/1968
Riverside CDF,MORONGO #10,14 - Unknown / Unidentified,7/12/1968
Riverside CDF,VAIL (ROADSIDE #18),14 - Unknown / Unidentified,6/18/1968
Tuolumne - Calaveras CDF,TUOLUMNE RIVER,9 - Miscellaneous,7/11/1968
