UNIT_ID,FIRE_NAME,CAUSE,ALARM_DATE_Con
Six Rivers National Forest,RUTH,5 - Debris,9/23/2011
Modoc National Forest,SCORPION,6 - Railroad,7/15/2011
Modoc National Forest,MAMMOTH,6 - Railroad,7/15/2011
San Bernardino National Forest,HILL,14 - Unknown / Unidentified,9/2/2011
Tulare County,STAGE,2 - Equipment Use,6/27/2011
Tuolumne - Calaveras CDF,MILTON,1 - Lightning,9/9/2011
Sequoia National Forest,COVE,9 - Miscellaneous,5/27/2011
Sequoia National Forest,WILLOWS,7 - Arson,9/4/2011
Yosemite National Park,AVALANCHE,1 - Lightning,7/30/2011
Bakersfield District - BLM,BUCKEYE,1 - Lightning,9/25/2011
Riverside CDF,GILMAN,14 - Unknown / Unidentified,8/6/2011
Yosemite National Park,TAMARACK,1 - Lightning,9/13/2011
San Bernardino CDF,WINTERTON,18 - Escaped Prescribed Burn,3/2/2011
Tulare County,GRANITE,1 - Lightning,7/11/2011
Monterey - San Benito CDF,METZ,11 - Powerline,5/14/2011
CA Desert District - BLM,LAGUNA,14 - Unknown / Unidentified,5/18/2011
Sonoma - Lake - Napa CDF,BEACON,7 - Arson,8/27/2011
Tuolumne - Calaveras CDF,BLUE,5 - Debris,12/1/2011
Los Padres National Forest,FIGUERO,2 - Equipment Use,9/3/2011
Bakersfield District - BLM,58 COMPLEX,11 - Powerline,8/3/2011
Kern County,IKEA,14 - Unknown / Unidentified,8/8/2011
Mendocino CDF,PASS,10 - Vehicle,8/3/2011
Kern County,WOLF,1 - Lightning,9/10/2011
Angeles National Forest,MINT,9 - Miscellaneous,9/17/2011
Madera - Mariposa CDF,ERRECA,10 - Vehicle,6/26/2011
Klamath National Forest,ONION,1 - Lightning,8/19/2011
Kern County,BLUE,1 - Lightning,9/10/2011
Kern County,CALIENTE,1 - Lightning,9/10/2011
Kern County,LIGHTNING,1 - Lightning,9/10/2011
CA Desert District - BLM,WINDY POINT,9 - Miscellaneous,9/24/2011
Humboldt - Del Norte CDF,SPANISH,2 - Equipment Use,7/8/2011
Santa Clara CDF,FLYNN ,9 - Miscellaneous,7/14/2011
Santa Clara CDF,TOP,8 - Playing with fire,7/21/2011
Orange County,CARBON CANYON,14 - Unknown / Unidentified,7/7/2011
Sonoma - Lake - Napa CDF,KNOXVILLE,3 - Smoking,8/13/2011
Stanislaus National Forest,PUNCH,1 - Lightning,9/12/2011
Tulare County,TENNESSEE,1 - Lightning,9/11/2011
Eldorado National Forest,LONG,1 - Lightning,9/12/2011
Kern County,HARPER,1 - Lightning,9/10/2011
Madera - Mariposa CDF,ROMERO,14 - Unknown / Unidentified,7/23/2011
San Bernardino CDF,CENTER,14 - Unknown / Unidentified,3/18/2011
Santa Clara CDF,CHRISMAN,10 - Vehicle,7/5/2011
Riverside CDF,KELLER,2 - Equipment Use,8/29/2011
Kern County,OLD,1 - Lightning,9/23/2011
Monterey - San Benito CDF,CATTLEMAN,11 - Powerline,5/29/2011
San Luis Obispo CDF,HIGHWAY,10 - Vehicle,6/24/2011
Los Angeles County,OASIS,1 - Lightning,8/27/2011
Eldorado National Forest,SALT,9 - Miscellaneous,12/1/2011
Tulare County,MUD SPRINGS,1 - Lightning,9/23/2011
Nevada - Yuba - Placer CDF,KRISTA,14 - Unknown / Unidentified,7/9/2011
Tulare County,ROADRUNNER,7 - Arson,9/4/2011
Northern CA District - BLM,HERLONG,14 - Unknown / Unidentified,7/15/2011
San Bernardino National Forest,KEN,2 - Equipment Use,8/22/2011
Los Angeles County,WAGON,15 - Structure,9/5/2011
San Bernardino CDF,BOWEN,14 - Unknown / Unidentified,6/9/2011
Kern County,HART,1 - Lightning,9/10/2011
Northern CA District - BLM,HOG,1 - Lightning,7/30/2011
Los Angeles County,RANGE,10 - Vehicle,5/28/2011
Nevada - Yuba - Placer CDF,WEST BUTTE FIRE,9 - Miscellaneous,5/14/2011
Kern County,HARRIS,1 - Lightning,9/10/2011
CA Desert District - BLM,TRONA,9 - Miscellaneous,5/21/2011
Monterey - San Benito CDF,RELIZ,10 - Vehicle,8/16/2011
Fresno-Kings CDF,WEST,14 - Unknown / Unidentified,9/23/2011
Fresno-Kings CDF,GATOS,2 - Equipment Use,5/22/2011
Inyo National Forest,BUTTERMILK,4 - Campfire,5/25/2011
Yosemite National Park,BALD,1 - Lightning,6/24/2011
San Diego CDF,PALA,11 - Powerline,8/29/2011
Santa Barbara County,CANYON,2 - Equipment Use,8/10/2011
San Luis Obispo CDF,BITTERWATER,2 - Equipment Use,5/2/2011
San Diego CDF,BEE,9 - Miscellaneous,6/5/2011
Bakersfield District - BLM,UKNOWN,1 - Lightning,9/10/2011
CA Desert District - BLM,JOHNSON,9 - Miscellaneous,8/20/2011
Santa Barbara County,ALISOS,9 - Miscellaneous,6/30/2011
CA Desert District - BLM,JAWBONE 2,1 - Lightning,8/1/2011
Kern County,WILLIAMS,14 - Unknown / Unidentified,7/8/2011
Riverside CDF,GARZA,2 - Equipment Use,8/22/2011
Fresno-Kings CDF,CANYON,2 - Equipment Use,6/19/2011
San Diego CDF,BARRETT,1 - Lightning,8/27/2011
Kern County,GRAPE,10 - Vehicle,8/17/2011
Bakersfield District - BLM,KEY,14 - Unknown / Unidentified,6/5/2011
Nevada - Yuba - Placer CDF,SMARTVILLE,10 - Vehicle,8/17/2011
Santa Clara CDF,BIRD,11 - Powerline,6/27/2011
San Bernardino CDF,ROUNDUP,14 - Unknown / Unidentified,6/1/2011
Cleveland National Forest,RIDGE,1 - Lightning,8/28/2011
Nevada - Yuba - Placer CDF,YEAGER INCIDENT,10 - Vehicle,8/11/2011
CA Desert District - BLM,QUAIL,14 - Unknown / Unidentified,9/23/2011
CA Desert District - BLM,EL MIRAGE,9 - Miscellaneous,5/29/2011
Sequoia National Forest,COW,1 - Lightning,9/10/2011
Monterey - San Benito CDF,ARGYLE,4 - Campfire,8/27/2011
Bakersfield District - BLM,TUPMAN,2 - Equipment Use,8/15/2011
Los Angeles County,LIGHTNING,1 - Lightning,9/23/2011
San Luis Obispo CDF,MARCOS,10 - Vehicle,6/24/2011
Los Padres National Forest,HURRICANE,1 - Lightning,9/10/2011
Bakersfield District - BLM,PEAK,14 - Unknown / Unidentified,8/9/2011
Siskiyou CDF,HAWKINSVILLE,2 - Equipment Use,9/1/2011
Los Angeles County,BANNING,2 - Equipment Use,5/2/2011
Fresno-Kings CDF,HIGHWAY,2 - Equipment Use,5/6/2011
Tuolumne - Calaveras CDF,LAGRANGE,9 - Miscellaneous,9/24/2011
Sequoia National Forest,BLOOM,1 - Lightning,7/6/2011
Los Angeles County,EAST,1 - Lightning,8/27/2011
Nevada - Yuba - Placer CDF,SOUTH RIDGE,14 - Unknown / Unidentified,7/27/2011
Los Angeles County,RIVERBED,14 - Unknown / Unidentified,6/22/2011
Los Padres National Forest,GOAT,1 - Lightning,9/10/2011
CA Desert District - BLM,ABIGAIL,9 - Miscellaneous,5/21/2011
Cleveland National Forest,TRILOGY,9 - Miscellaneous,6/2/2011
Eldorado National Forest,BLACKSMITH,5 - Debris,12/1/2011
Sequoia National Forest,BULL,9 - Miscellaneous,7/25/2010
Los Angeles County,CROWN,2 - Equipment Use,7/29/2010
Northern CA District - BLM,MCDONALD,1 - Lightning,7/26/2010
Sequoia National Forest,CANYON,9 - Miscellaneous,9/12/2010
Sequoia - Kings Canyon NP,SHEEP COMPLEX,1 - Lightning,7/17/2010
Bakersfield District - BLM,COTTON,2 - Equipment Use,5/15/2010
Yosemite National Park,SLOPE,1 - Lightning,7/25/2010
Kern County,WEST,2 - Equipment Use,7/27/2010
Madera - Mariposa CDF,ROBINSON,11 - Powerline,6/11/2010
CA Desert District - BLM,INDIAN,1 - Lightning,7/18/2010
Northern CA District - BLM,CONSTANTIA,1 - Lightning,7/24/2010
Kern County,POST,14 - Unknown / Unidentified,8/24/2010
Nevada - Yuba - Placer CDF,BULLARDS Incident,14 - Unknown / Unidentified,8/27/2010
Vandenberg Air Force Base,BEAR CREEK,11 - Powerline,10/28/2010
Inyo National Forest,MONO,1 - Lightning,7/26/2010
Los Padres National Forest,POZO,9 - Miscellaneous,8/21/2010
Plumas National Forest,BAR,7 - Arson,7/31/2010
Riverside CDF,MCKINLEY,2 - Equipment Use,5/20/2010
Yosemite National Park,VERNON,1 - Lightning,8/8/2010
Cleveland National Forest,MONTE,8 - Playing with fire,8/21/2010
Bakersfield District - BLM,WASH,2 - Equipment Use,5/15/2010
Tulare County,BALES,2 - Equipment Use,6/4/2010
CA Desert District - BLM,SAND 2,1 - Lightning,7/16/2010
Stanislaus National Forest,PINECREST ,1 - Lightning,8/8/2010
Tulare County,STOKES 2,2 - Equipment Use,8/17/2010
Riverside CDF,PEDLEY,2 - Equipment Use,5/12/2010
Riverside CDF,CACTUS,1 - Lightning,7/15/2010
Angeles National Forest,BRIGGS,9 - Miscellaneous,7/29/2010
San Diego CDF,COWBOY,14 - Unknown / Unidentified,9/2/2010
Butte CDF,PALERMO,8 - Playing with fire,7/4/2010
Bakersfield District - BLM,POTATO,1 - Lightning,7/24/2010
Santa Clara CDF,STUHR,11 - Powerline,6/8/2010
Bakersfield District - BLM,BODFISH,1 - Lightning,7/15/2010
Riverside CDF,SKINNER,1 - Lightning,7/15/2010
Santa Clara CDF,BRADFORD,14 - Unknown / Unidentified,7/3/2010
Nevada - Yuba - Placer CDF,GRAND Incident,14 - Unknown / Unidentified,10/11/2010
Nevada - Yuba - Placer CDF,BASELINE,14 - Unknown / Unidentified,8/20/2010
Sierra National Forest,BUCKHORN,1 - Lightning,8/7/2010
Madera - Mariposa CDF,LEGRAND,10 - Vehicle,6/5/2010
Santa Clara CDF,DIABLO,14 - Unknown / Unidentified,6/18/2010
Santa Barbara County,166,14 - Unknown / Unidentified,7/12/2010
Sonoma - Lake - Napa CDF,INDIAN,14 - Unknown / Unidentified,8/24/2010
Klamath National Forest,DUTCH,9 - Miscellaneous,7/31/2010
Kern County,METSON,9 - Miscellaneous,5/15/2010
Kern County,ADOBE,2 - Equipment Use,7/25/2010
Northern CA District - BLM,COLEMAN,1 - Lightning,8/5/2010
Riverside CDF,POTRERO,7 - Arson,8/10/2010
Cleveland National Forest,MESA,4 - Campfire,8/25/2010
Northern CA District - BLM,ANNIE,1 - Lightning,8/2/2010
Fresno-Kings CDF,FINE,14 - Unknown / Unidentified,6/22/2010
Lassen - Modoc CDF,SUNNYSIDE,1 - Lightning,8/8/2010
San Luis National Wildlife Refuge,BALLOON,7 - Arson,5/8/2010
Kern County,GRANITE,2 - Equipment Use,9/18/2010
Humboldt - Del Norte CDF,BUCKEYE,2 - Equipment Use,9/6/2010
Kern County,TOWN,11 - Powerline,8/24/2010
San Luis Obispo CDF,ANTELOPE,14 - Unknown / Unidentified,10/26/2010
Santa Clara CDF,CURRY,11 - Powerline,8/24/2010
Shasta - Trinity CDF,BEAVER,1 - Lightning,7/12/2010
San Diego CDF,FELIPE COMPLEX,1 - Lightning,7/15/2010
Los Angeles County,NEENACH,14 - Unknown / Unidentified,7/17/2010
Tuolumne - Calaveras CDF,CANAL,14 - Unknown / Unidentified,9/5/2010
Kern County,BASE,2 - Equipment Use,8/22/2010
Modoc National Forest,BIRTHDAY,1 - Lightning,7/28/2010
San Diego CDF,BORDER 10,14 - Unknown / Unidentified,9/19/2010
Stanislaus National Forest,BUMMER ,1 - Lightning,10/3/2010
Riverside CDF,RANCH,8 - Playing with fire,6/22/2010
Butte CDF,WINDY,14 - Unknown / Unidentified,9/6/2010
Los Angeles County,LANCASTER,2 - Equipment Use,7/29/2010
Kern County,TUCKER,14 - Unknown / Unidentified,8/26/2010
Riverside CDF,PALMER,6 - Railroad,9/3/2010
San Luis Obispo CDF,LAKE,14 - Unknown / Unidentified,10/9/2010
Joshua Tree NP,KEYS,1 - Lightning,8/26/2010
Cleveland National Forest,TENAJA,5 - Debris,1/14/2010
Tuolumne - Calaveras CDF,CURVE,14 - Unknown / Unidentified,7/21/2010
San Bernardino CDF,TECOPA,1 - Lightning,8/28/2010
Plumas National Forest,GULCH,1 - Lightning,7/25/2010
Kern County,FAY,2 - Equipment Use,5/5/2010
San Diego CDF,PALA 5,14 - Unknown / Unidentified,6/23/2010
Angeles National Forest,LARGOVISTA,9 - Miscellaneous,8/20/2010
Angeles National Forest,STATION,7 - Arson,8/26/2009
Los Padres National Forest,LA BREA,9 - Miscellaneous,8/8/2009
Ventura County,GUIBERSON,14 - Unknown / Unidentified,9/22/2009
Santa Clara CDF,CORRAL,9 - Miscellaneous,8/13/2009
Lassen National Forest,SUGARLOAF,1 - Lightning,8/1/2009
Santa Barbara County,JESUSITA,2 - Equipment Use,5/5/2009
San Mateo - Santa Cruz CDF,LOCKHEED,14 - Unknown / Unidentified,8/12/2009
Yosemite National Park,BIG MEADOW,18 - Escaped Prescribed Burn,8/26/2009
San Bernardino National Forest,SHEEP,9 - Miscellaneous,10/3/2009
Shasta - Trinity CDF,CHALK,1 - Lightning,8/1/2009
Monterey - San Benito CDF,GLORIA,9 - Miscellaneous,8/28/2009
Stanislaus National Forest,KNIGHT,9 - Miscellaneous,7/26/2009
Shasta - Trinity CDF,CASSEL,1 - Lightning,8/2/2009
Six Rivers National Forest,LT-17(BACKBONE),1 - Lightning,7/1/2009
Shasta - Trinity CDF,GOOSE,1 - Lightning,8/1/2009
Nevada - Yuba - Placer CDF,YUBA,11 - Powerline,8/15/2009
Klamath National Forest,TENNANT,2 - Equipment Use,7/19/2009
Yosemite National Park,GROUSE,1 - Lightning,5/30/2009
Hoopa Valley Tribe,MILL CREEK 4,9 - Miscellaneous,10/7/2009
Inyo National Forest,FORKS,1 - Lightning,7/18/2009
Sequoia National Forest,LION,1 - Lightning,6/29/2009
San Bernardino National Forest,COTTONWOOD,9 - Miscellaneous,8/27/2009
Monterey - San Benito CDF,BRYSON,15 - Structure,8/26/2009
Angeles National Forest,MORRIS,7 - Arson,8/25/2009
Santa Clara CDF,EXPLOSIVES,11 - Powerline,6/19/2009
Lassen National Forest,BROWN,1 - Lightning,1/8/2009
Klamath National Forest,REDROCK,9 - Miscellaneous,8/21/2009
Santa Clara CDF,PACHECO,10 - Vehicle,8/29/2009
Lassen Volcanic NP,FAIRFIELD,1 - Lightning,8/3/2009
Yosemite National Park,HARDEN,1 - Lightning,6/8/2009
Sonoma - Lake - Napa CDF,OASIS,4 - Campfire,9/7/2009
Northern CA District - BLM,MENDIBOUREAU,1 - Lightning,8/1/2009
Sequoia National Forest,GRANITE,1 - Lightning,7/20/2009
Sequoia National Forest,SHOTGUN,1 - Lightning,6/17/2009
Yosemite National Park,WILDCAT,1 - Lightning,7/28/2009
Shasta-Trinity National Forest,REDSPOT,1 - Lightning,7/1/2009
Shasta - Trinity CDF,COFFIN,7 - Arson,8/12/2009
San Bernardino CDF,OAK GLEN 3,7 - Arson,8/30/2009
San Bernardino CDF,FORT,18 - Escaped Prescribed Burn,2/5/2009
Lassen - Modoc CDF,DAY,2 - Equipment Use,8/27/2009
San Bernardino CDF,PENDLETON,7 - Arson,8/31/2009
Santa Clara CDF,MUSTANG,5 - Debris,5/13/2009
Kern County,PARKWAY,11 - Powerline,6/22/2009
Sonoma - Lake - Napa CDF,RUMSEY,2 - Equipment Use,6/29/2009
San Mateo - Santa Cruz CDF,LOMA,14 - Unknown / Unidentified,10/25/2009
Sequoia - Kings Canyon NP,HORSE,1 - Lightning,7/19/2009
Nevada - Yuba - Placer CDF,MAMMOTH,9 - Miscellaneous,7/15/2009
Vandenberg Air Force Base,HIGHWAY,11 - Powerline,9/30/2009
Los Padres National Forest,SULPHUR,9 - Miscellaneous,7/11/2009
Joshua Tree NP,LOST HORSE,14 - Unknown / Unidentified,5/24/2009
Shasta - Trinity CDF,GOMEZ,1 - Lightning,8/2/2009
Santa Barbara County,ALISO,5 - Debris,5/24/2009
Tuolumne - Calaveras CDF,ROCK,9 - Miscellaneous,6/26/2009
Riverside CDF,VAIL,10 - Vehicle,9/19/2009
Shasta-Trinity National Forest,TRINITY,1 - Lightning,7/1/2009
Kern County,BITTER,10 - Vehicle,5/31/2009
Los Padres National Forest,PONDEROSA,9 - Miscellaneous,8/1/2009
San Bernardino National Forest,ELM,9 - Miscellaneous,7/7/2009
San Bernardino CDF,CRAFTON,14 - Unknown / Unidentified,9/23/2009
Nevada - Yuba - Placer CDF,FORTY NINE,7 - Arson,8/30/2009
Angeles National Forest,OSITO,2 - Equipment Use,7/13/2009
CRA,DEER,14 - Unknown / Unidentified,7/6/2009
Plumas National Forest,SILVER,9 - Miscellaneous,9/19/2009
Tulare County,LIGHTNING 1,1 - Lightning,5/28/2009
Humboldt - Del Norte CDF,WILSON BRANCH 2,14 - Unknown / Unidentified,10/9/2009
Sequoia National Forest,POWER,9 - Miscellaneous,9/27/2009
CA Desert District - BLM,LAMB,10 - Vehicle,7/11/2009
Mendocino National Forest,SUMMIT,4 - Campfire,8/12/2009
Plumas National Forest,MILFORD GRADE,1 - Lightning,4/22/2009
Nevada - Yuba - Placer CDF,BEALE,14 - Unknown / Unidentified,8/28/2009
Kern County,ROUND,10 - Vehicle,6/24/2009
Plumas National Forest,ELEPHANT,9 - Miscellaneous,8/16/2009
Inyo National Forest,BLACKJACK,1 - Lightning,7/18/2009
Nevada - Yuba - Placer CDF,DYER,14 - Unknown / Unidentified,7/20/2009
Los Angeles County,GRAVE,14 - Unknown / Unidentified,5/28/2009
Kern County,BEAR,14 - Unknown / Unidentified,10/29/2009
Los Angeles County,PV,11 - Powerline,8/27/2009
Los Angeles County,G,14 - Unknown / Unidentified,6/4/2009
Angeles National Forest,TUJUNGA,1 - Lightning,7/5/2009
Kern County,CAMERON,14 - Unknown / Unidentified,7/6/2009
Sonoma - Lake - Napa CDF,PINE,14 - Unknown / Unidentified,9/21/2009
Kern County,ROCKY,15 - Structure,6/24/2009
Lassen National Forest,PRISON,1 - Lightning,8/1/2009
Klamath National Forest,SIMS,9 - Miscellaneous,6/23/2009
Kern County,FRANK,2 - Equipment Use,5/26/2009
San Bernardino National Forest,MCKINLEY,1 - Lightning,6/3/2009
Tuolumne - Calaveras CDF,TELEGRAPH,1 - Lightning,9/12/2009
Los Angeles County,DIAMOND,10 - Vehicle,11/3/2009
Plumas National Forest,HOWLAND,4 - Campfire,7/15/2009
Shasta - Trinity CDF,BACKBONE,1 - Lightning,8/1/2009
Humboldt - Del Norte CDF,IAGUA,2 - Equipment Use,10/3/2009
Orange County,ORTEGA,2 - Equipment Use,11/16/2009
Humboldt - Del Norte CDF,PRATT,2 - Equipment Use,9/11/2009
Klamath National Forest,HARRINGTON,1 - Lightning,8/2/2009
Los Angeles County,STATE PARK,14 - Unknown / Unidentified,6/28/2009
Riverside CDF,BLUFF2,9 - Miscellaneous,9/10/2009
Santa Barbara County,PALMER,2 - Equipment Use,8/13/2009
Sequoia National Forest,CORRAL,9 - Miscellaneous,8/7/2009
Los Angeles County,VALLEY,3 - Smoking,5/18/2009
Humboldt - Del Norte CDF,RANCH,18 - Escaped Prescribed Burn,1/15/2009
San Luis Obispo CDF,LAKE,11 - Powerline,7/19/2009
Sequoia National Forest,FAIRVEW,9 - Miscellaneous,6/28/2009
Ventura County,VINTAGE,9 - Miscellaneous,8/14/2009
CA Desert District - BLM,MIDWAY,2 - Equipment Use,4/17/2009
San Diego CDF,PALA 4,14 - Unknown / Unidentified,5/24/2009
Siskiyou CDF,BLACK,7 - Arson,9/2/2009
Los Padres National Forest,BASIN COMPLEX,1 - Lightning,6/21/2008
Los Padres National Forest,INDIANS,4 - Campfire,6/8/2008
Six Rivers National Forest,MILL,1 - Lightning,6/20/2008
Butte CDF,BTU LIGHTNING COMPLEX,1 - Lightning,7/2/2008
Klamath National Forest,PANTHER,1 - Lightning,7/22/2008
Six Rivers National Forest,JAKE,1 - Lightning,6/21/2008
Sequoia National Forest,PIUTE,9 - Miscellaneous,6/28/2008
Shasta-Trinity National Forest,SHU LIGHTNING-MOON FIRE,1 - Lightning,6/20/2008
Madera - Mariposa CDF,TELEGRAPH,9 - Miscellaneous,7/25/2008
Shasta-Trinity National Forest,EAGLE,1 - Lightning,6/21/2008
Mendocino National Forest,YELLOW,1 - Lightning,6/21/2008
Shasta-Trinity National Forest,IRON,1 - Lightning,6/21/2008
Riverside CDF,FREEWAY_COMPLEX,10 - Vehicle,11/15/2008
Shasta-Trinity National Forest,BUCKHORN,1 - Lightning,6/21/2008
Shasta-Trinity National Forest,SHU LIGHTNING-MOTION FIRE,1 - Lightning,6/20/2008
Shasta-Trinity National Forest,CEDAR-Iron Complex,1 - Lightning,6/21/2008
Shasta-Trinity National Forest,LIME,1 - Lightning,6/20/2008
Shasta-Trinity National Forest,MINERS,1 - Lightning,6/21/2008
Butte CDF,HUMBOLDT,7 - Arson,6/11/2008
Six Rivers National Forest,BLUE 2,1 - Lightning,6/21/2008
Los Padres National Forest,CHALK,9 - Miscellaneous,9/27/2008
Sequoia National Forest,CLOVER,1 - Lightning,5/31/2008
Six Rivers National Forest,HALF,1 - Lightning,6/20/2008
Lassen National Forest,CUB,1 - Lightning,6/21/2008
Los Angeles County,SESNON,<Null>,10/13/2008
Mendocino National Forest,VINEGAR,1 - Lightning,6/22/2008
Six Rivers National Forest,HAYPRESS,1 - Lightning,6/21/2008
Tehama - Glenn CDF,MILL,1 - Lightning,6/21/2008
Klamath National Forest,CARIBOU,1 - Lightning,6/21/2008
Plumas National Forest,SCOTCH,1 - Lightning,6/21/2008
Shasta-Trinity National Forest,NOBLE,1 - Lightning,6/21/2008
Shasta-Trinity National Forest,SHU LIGHTNING-DEERLICK FIRE,1 - Lightning,6/20/2008
Shasta-Trinity National Forest,IRONSIDE-Iron Complex,1 - Lightning,6/20/2008
Lassen - Modoc CDF,CORRAL FIRE,1 - Lightning,6/23/2008
Plumas National Forest,SOUTH-FREY,1 - Lightning,6/21/2008
Sequoia - Kings Canyon NP,TEHIPITE,1 - Lightning,7/19/2008
Angeles National Forest,SAYRE,14 - Unknown / Unidentified,11/14/2008
Sonoma - Lake - Napa CDF,WALKER,10 - Vehicle,6/22/2008
Tahoe National Forest,WESTVILLE,1 - Lightning,6/21/2008
Klamath National Forest,DARK,1 - Lightning,6/21/2008
Los Padres National Forest,GAP,9 - Miscellaneous,7/1/2008
Tahoe National Forest,GOVERNMENT,1 - Lightning,6/21/2008
Six Rivers National Forest,MERRILL,1 - Lightning,6/21/2008
Lassen National Forest,PETERSON,1 - Lightning,6/21/2008
Mendocino National Forest,WHISKEY,9 - Miscellaneous,6/12/2008
Mendocino CDF,RED MOUNTAIN LIGHTNING,1 - Lightning,6/21/2008
Mendocino CDF,SUGARLOAF,1 - Lightning,6/21/2008
Shasta-Trinity National Forest,TELEPHONE,1 - Lightning,6/20/2008
Mendocino National Forest,GROUSE,1 - Lightning,6/21/2008
Plumas National Forest,RICH,6 - Railroad,7/29/2008
Lava Beds National Monument,JACK ,1 - Lightning,8/17/2008
Plumas National Forest,COLD,1 - Lightning,6/21/2008
Mendocino CDF,HARDY CREEK LIGHTNING,1 - Lightning,6/21/2008
Klamath National Forest,THREE,1 - Lightning,6/20/2008
Lassen National Forest,ONION 2 ,1 - Lightning,6/21/2008
Mendocino CDF,CLIFF RIDGE,1 - Lightning,6/22/2008
Angeles National Forest,MAREK,14 - Unknown / Unidentified,10/12/2008
Mendocino CDF,COWSHED  LIGHTNING,1 - Lightning,6/21/2008
Santa Clara CDF,SUMMIT,5 - Debris,5/21/2008
Plumas National Forest,FRIEND-DARNELL,1 - Lightning,7/8/2008
Sonoma - Lake - Napa CDF,WILD,14 - Unknown / Unidentified,6/21/2008
Monterey - San Benito CDF,BROWN,1 - Lightning,6/22/2008
Shasta-Trinity National Forest,CAREY-Iron Complex,1 - Lightning,6/21/2008
Shasta-Trinity National Forest,TROUGH #1-Iron Complex,1 - Lightning,6/21/2008
Sequoia - Kings Canyon NP,HIDDEN,1 - Lightning,9/10/2008
Tehama - Glenn CDF,ANTELOPE,1 - Lightning,6/21/2008
Mendocino CDF,ORR SERIES,1 - Lightning,7/4/2008
Mendocino National Forest,MILL,1 - Lightning,6/21/2008
Stanislaus National Forest,NORTH MTN,1 - Lightning,6/21/2008
Shasta-Trinity National Forest,GULCH,2 - Equipment Use,9/7/2008
Sierra National Forest,OLIVER,1 - Lightning,6/21/2008
Madera - Mariposa CDF,41 FIRE,10 - Vehicle,6/10/2008
Tahoe National Forest,FALL,1 - Lightning,6/21/2008
Mendocino CDF,BUTCH,1 - Lightning,7/4/2008
Shasta-Trinity National Forest,ZIEGLER-Iron Complex,1 - Lightning,6/21/2008
Mendocino National Forest,BIG,1 - Lightning,6/21/2008
Mendocino CDF,INDIAN,1 - Lightning,6/26/2008
Mendocino CDF,MIDDLE,1 - Lightning,6/23/2008
Shasta-Trinity National Forest,SHU LIGHTNING-KIRKMAN,1 - Lightning,6/20/2008
Butte CDF,CRAIG,5 - Debris,8/4/2008
Santa Barbara County,TEA,4 - Campfire,11/13/2008
